week_start_date,ward,organism,antibiotic,susceptibility_percent,total_tested
2023-12-20,ICu,Acinetobacter spp,Levofloxacin,35.79,15
2023-12-27,ICu,Acinetobacter spp,Levofloxacin,53.81,17
2024-01-03,ICu,Acinetobacter spp,Levofloxacin,46.31,12
2024-01-10,ICu,Acinetobacter spp,Levofloxacin,44.5,17
2024-01-17,ICu,Acinetobacter spp,Levofloxacin,26.1,15
2024-01-24,ICu,Acinetobacter spp,Levofloxacin,37.78,12
2024-01-31,ICu,Acinetobacter spp,Levofloxacin,42.54,12
2024-02-07,ICu,Acinetobacter spp,Levofloxacin,36.35,9
2024-02-14,ICu,Acinetobacter spp,Levofloxacin,41.02,7
2024-02-21,ICu,Acinetobacter spp,Levofloxacin,32.91,7
2024-02-28,ICu,Acinetobacter spp,Levofloxacin,34.91,18
2024-03-06,ICu,Acinetobacter spp,Levofloxacin,34.59,14
2024-03-13,ICu,Acinetobacter spp,Levofloxacin,57.57,14
2024-03-20,ICu,Acinetobacter spp,Levofloxacin,41.0,21
2024-03-27,ICu,Acinetobacter spp,Levofloxacin,31.78,24
2024-04-03,ICu,Acinetobacter spp,Levofloxacin,36.61,11
2024-04-10,ICu,Acinetobacter spp,Levofloxacin,42.09,4
2024-04-17,ICu,Acinetobacter spp,Levofloxacin,36.12,15
2024-04-24,ICu,Acinetobacter spp,Levofloxacin,37.23,13
2024-05-01,ICu,Acinetobacter spp,Levofloxacin,32.11,4
2024-05-08,ICu,Acinetobacter spp,Levofloxacin,40.16,16
2024-05-15,ICu,Acinetobacter spp,Levofloxacin,49.1,16
2024-05-22,ICu,Acinetobacter spp,Levofloxacin,37.87,18
2024-05-29,ICu,Acinetobacter spp,Levofloxacin,25.4,13
2024-06-05,ICu,Acinetobacter spp,Levofloxacin,37.81,13
2024-06-12,ICu,Acinetobacter spp,Levofloxacin,41.85,17
2024-06-19,ICu,Acinetobacter spp,Levofloxacin,34.08,20
2024-06-26,ICu,Acinetobacter spp,Levofloxacin,35.01,8
2024-07-03,ICu,Acinetobacter spp,Levofloxacin,39.5,13
2024-07-10,ICu,Acinetobacter spp,Levofloxacin,54.11,13
2024-07-17,ICu,Acinetobacter spp,Levofloxacin,36.01,17
2024-07-24,ICu,Acinetobacter spp,Levofloxacin,36.5,14
2024-07-31,ICu,Acinetobacter spp,Levofloxacin,39.87,15
2024-08-07,ICu,Acinetobacter spp,Levofloxacin,32.08,14
2024-08-14,ICu,Acinetobacter spp,Levofloxacin,35.17,19
2024-08-21,ICu,Acinetobacter spp,Levofloxacin,16.22,17
2024-08-28,ICu,Acinetobacter spp,Levofloxacin,28.88,13
2024-09-04,ICu,Acinetobacter spp,Levofloxacin,31.12,4
2024-09-11,ICu,Acinetobacter spp,Levofloxacin,38.49,0
2024-09-18,ICu,Acinetobacter spp,Levofloxacin,23.3,7
2024-09-25,ICu,Acinetobacter spp,Levofloxacin,40.28,11
2024-10-02,ICu,Acinetobacter spp,Levofloxacin,36.66,23
2024-10-09,ICu,Acinetobacter spp,Levofloxacin,39.26,13
2024-10-16,ICu,Acinetobacter spp,Levofloxacin,45.38,6
2024-10-23,ICu,Acinetobacter spp,Levofloxacin,21.87,15
2024-10-30,ICu,Acinetobacter spp,Levofloxacin,28.33,17
2024-11-06,ICu,Acinetobacter spp,Levofloxacin,24.27,17
2024-11-13,ICu,Acinetobacter spp,Levofloxacin,45.31,13
2024-11-20,ICu,Acinetobacter spp,Levofloxacin,37.78,10
2024-11-27,ICu,Acinetobacter spp,Levofloxacin,28.41,13
2024-12-04,ICu,Acinetobacter spp,Levofloxacin,35.04,19
2024-12-11,ICu,Acinetobacter spp,Levofloxacin,21.41,14
2024-12-18,ICu,Acinetobacter spp,Levofloxacin,49.04,16
2020-01-01,ICu,Acinetobacter spp,Gentamicin,55.87,11
2020-01-08,ICu,Acinetobacter spp,Gentamicin,47.56,15
2020-01-15,ICu,Acinetobacter spp,Gentamicin,63.66,13
2020-01-22,ICu,Acinetobacter spp,Gentamicin,57.86,17
2020-01-29,ICu,Acinetobacter spp,Gentamicin,50.66,14
2020-02-05,ICu,Acinetobacter spp,Gentamicin,54.96,12
2020-02-12,ICu,Acinetobacter spp,Gentamicin,63.14,7
2020-02-19,ICu,Acinetobacter spp,Gentamicin,54.19,22
2020-02-26,ICu,Acinetobacter spp,Gentamicin,52.34,15
2020-03-04,ICu,Acinetobacter spp,Gentamicin,66.23,11
2020-03-11,ICu,Acinetobacter spp,Gentamicin,55.88,8
2020-03-18,ICu,Acinetobacter spp,Gentamicin,45.33,19
2020-03-25,ICu,Acinetobacter spp,Gentamicin,63.95,11
2020-04-01,ICu,Acinetobacter spp,Gentamicin,68.02,14
2020-04-08,ICu,Acinetobacter spp,Gentamicin,67.49,23
2020-04-15,ICu,Acinetobacter spp,Gentamicin,49.34,20
2020-04-22,ICu,Acinetobacter spp,Gentamicin,56.96,12
2020-04-29,ICu,Acinetobacter spp,Gentamicin,50.47,7
2020-05-06,ICu,Acinetobacter spp,Gentamicin,61.35,17
2020-05-13,ICu,Acinetobacter spp,Gentamicin,51.55,13
2020-05-20,ICu,Acinetobacter spp,Gentamicin,44.1,13
2020-05-27,ICu,Acinetobacter spp,Gentamicin,63.81,17
2020-06-03,ICu,Acinetobacter spp,Gentamicin,50.97,20
2020-06-10,ICu,Acinetobacter spp,Gentamicin,55.13,17
2020-06-17,ICu,Acinetobacter spp,Gentamicin,53.08,14
2020-06-24,ICu,Acinetobacter spp,Gentamicin,40.35,14
2020-07-01,ICu,Acinetobacter spp,Gentamicin,62.46,21
2020-07-08,ICu,Acinetobacter spp,Gentamicin,49.1,8
2020-07-15,ICu,Acinetobacter spp,Gentamicin,45.17,16
2020-07-22,ICu,Acinetobacter spp,Gentamicin,44.91,13
2020-07-29,ICu,Acinetobacter spp,Gentamicin,50.16,16
2020-08-05,ICu,Acinetobacter spp,Gentamicin,52.19,19
2020-08-12,ICu,Acinetobacter spp,Gentamicin,40.88,9
2020-08-19,ICu,Acinetobacter spp,Gentamicin,36.2,18
2020-08-26,ICu,Acinetobacter spp,Gentamicin,46.31,8
2020-09-02,ICu,Acinetobacter spp,Gentamicin,53.73,12
2020-09-09,ICu,Acinetobacter spp,Gentamicin,34.07,14
2020-09-16,ICu,Acinetobacter spp,Gentamicin,42.57,11
2020-09-23,ICu,Acinetobacter spp,Gentamicin,42.06,10
2020-09-30,ICu,Acinetobacter spp,Gentamicin,32.86,20
2020-10-07,ICu,Acinetobacter spp,Gentamicin,36.79,12
2020-10-14,ICu,Acinetobacter spp,Gentamicin,37.48,11
2020-10-21,ICu,Acinetobacter spp,Gentamicin,56.68,7
2020-10-28,ICu,Acinetobacter spp,Gentamicin,51.44,11
2020-11-04,ICu,Acinetobacter spp,Gentamicin,56.07,22
2020-11-11,ICu,Acinetobacter spp,Gentamicin,63.98,17
2020-11-18,ICu,Acinetobacter spp,Gentamicin,44.69,15
2020-11-25,ICu,Acinetobacter spp,Gentamicin,70.88,18
2020-12-02,ICu,Acinetobacter spp,Gentamicin,46.57,10
2020-12-09,ICu,Acinetobacter spp,Gentamicin,56.08,17
2020-12-16,ICu,Acinetobacter spp,Gentamicin,51.58,21
2020-12-23,ICu,Acinetobacter spp,Gentamicin,55.72,13
2020-12-30,ICu,Acinetobacter spp,Gentamicin,37.33,14
2021-01-06,ICu,Acinetobacter spp,Gentamicin,51.52,10
2021-01-13,ICu,Acinetobacter spp,Gentamicin,60.57,17
2021-01-20,ICu,Acinetobacter spp,Gentamicin,56.34,18
2021-01-27,ICu,Acinetobacter spp,Gentamicin,55.59,15
2021-02-03,ICu,Acinetobacter spp,Gentamicin,65.82,22
2021-02-10,ICu,Acinetobacter spp,Gentamicin,49.05,11
2021-02-17,ICu,Acinetobacter spp,Gentamicin,62.25,16
2021-02-24,ICu,Acinetobacter spp,Gentamicin,64.24,24
2021-03-03,ICu,Acinetobacter spp,Gentamicin,66.23,12
2021-03-10,ICu,Acinetobacter spp,Gentamicin,60.72,17
2021-03-17,ICu,Acinetobacter spp,Gentamicin,64.24,10
2021-03-24,ICu,Acinetobacter spp,Gentamicin,66.05,11
2021-03-31,ICu,Acinetobacter spp,Gentamicin,53.51,20
2021-04-07,ICu,Acinetobacter spp,Gentamicin,53.82,15
2021-04-14,ICu,Acinetobacter spp,Gentamicin,63.89,25
2021-04-21,ICu,Acinetobacter spp,Gentamicin,54.15,14
2021-04-28,ICu,Acinetobacter spp,Gentamicin,63.06,19
2021-05-05,ICu,Acinetobacter spp,Gentamicin,59.89,11
2021-05-12,ICu,Acinetobacter spp,Gentamicin,56.9,16
2021-05-19,ICu,Acinetobacter spp,Gentamicin,68.8,16
2021-05-26,ICu,Acinetobacter spp,Gentamicin,62.57,16
2021-06-02,ICu,Acinetobacter spp,Gentamicin,67.48,11
2021-06-09,ICu,Acinetobacter spp,Gentamicin,57.23,16
2021-06-16,ICu,Acinetobacter spp,Gentamicin,72.08,19
2021-06-23,ICu,Acinetobacter spp,Gentamicin,52.76,11
2021-06-30,ICu,Acinetobacter spp,Gentamicin,53.67,13
2021-07-07,ICu,Acinetobacter spp,Gentamicin,66.92,25
2021-07-14,ICu,Acinetobacter spp,Gentamicin,57.41,19
2021-07-21,ICu,Acinetobacter spp,Gentamicin,72.5,2
2021-07-28,ICu,Acinetobacter spp,Gentamicin,60.7,25
2021-08-04,ICu,Acinetobacter spp,Gentamicin,74.61,13
2021-08-11,ICu,Acinetobacter spp,Gentamicin,58.81,18
2021-08-18,ICu,Acinetobacter spp,Gentamicin,64.25,18
2021-08-25,ICu,Acinetobacter spp,Gentamicin,65.85,14
2021-09-01,ICu,Acinetobacter spp,Gentamicin,48.71,10
2021-09-08,ICu,Acinetobacter spp,Gentamicin,58.83,12
2021-09-15,ICu,Acinetobacter spp,Gentamicin,45.8,17
2021-09-22,ICu,Acinetobacter spp,Gentamicin,45.73,13
2021-09-29,ICu,Acinetobacter spp,Gentamicin,59.34,7
2021-10-06,ICu,Acinetobacter spp,Gentamicin,65.83,17
2021-10-13,ICu,Acinetobacter spp,Gentamicin,66.64,12
2021-10-20,ICu,Acinetobacter spp,Gentamicin,64.78,12
2021-10-27,ICu,Acinetobacter spp,Gentamicin,58.13,8
2021-11-03,ICu,Acinetobacter spp,Gentamicin,54.75,17
2021-11-10,ICu,Acinetobacter spp,Gentamicin,66.53,15
2021-11-17,ICu,Acinetobacter spp,Gentamicin,65.78,10
2021-11-24,ICu,Acinetobacter spp,Gentamicin,51.43,20
2021-12-01,ICu,Acinetobacter spp,Gentamicin,72.15,25
2021-12-08,ICu,Acinetobacter spp,Gentamicin,63.91,10
2021-12-15,ICu,Acinetobacter spp,Gentamicin,57.96,15
2021-12-22,ICu,Acinetobacter spp,Gentamicin,65.88,12
2021-12-29,ICu,Acinetobacter spp,Gentamicin,61.68,20
2022-01-05,ICu,Acinetobacter spp,Gentamicin,64.0,19
2022-01-12,ICu,Acinetobacter spp,Gentamicin,83.06,23
2022-01-19,ICu,Acinetobacter spp,Gentamicin,70.77,15
2022-01-26,ICu,Acinetobacter spp,Gentamicin,61.66,19
2022-02-02,ICu,Acinetobacter spp,Gentamicin,57.46,21
2022-02-09,ICu,Acinetobacter spp,Gentamicin,73.64,2
2022-02-16,ICu,Acinetobacter spp,Gentamicin,68.84,20
2022-02-23,ICu,Acinetobacter spp,Gentamicin,63.32,23
2022-03-02,ICu,Acinetobacter spp,Gentamicin,70.03,14
2022-03-09,ICu,Acinetobacter spp,Gentamicin,54.94,25
2022-03-16,ICu,Acinetobacter spp,Gentamicin,72.96,12
2022-03-23,ICu,Acinetobacter spp,Gentamicin,60.94,14
2022-03-30,ICu,Acinetobacter spp,Gentamicin,77.78,11
2022-04-06,ICu,Acinetobacter spp,Gentamicin,68.69,21
2022-04-13,ICu,Acinetobacter spp,Gentamicin,75.62,21
2022-04-20,ICu,Acinetobacter spp,Gentamicin,65.89,15
2022-04-27,ICu,Acinetobacter spp,Gentamicin,66.01,20
2022-05-04,ICu,Acinetobacter spp,Gentamicin,74.08,15
2022-05-11,ICu,Acinetobacter spp,Gentamicin,64.55,7
2022-05-18,ICu,Acinetobacter spp,Gentamicin,68.27,19
2022-05-25,ICu,Acinetobacter spp,Gentamicin,67.2,12
2022-06-01,ICu,Acinetobacter spp,Gentamicin,56.76,5
2022-06-08,ICu,Acinetobacter spp,Gentamicin,54.9,21
2022-06-15,ICu,Acinetobacter spp,Gentamicin,52.35,22
2022-06-22,ICu,Acinetobacter spp,Gentamicin,59.63,14
2022-06-29,ICu,Acinetobacter spp,Gentamicin,57.95,15
2022-07-06,ICu,Acinetobacter spp,Gentamicin,49.73,17
2022-07-13,ICu,Acinetobacter spp,Gentamicin,52.98,7
2022-07-20,ICu,Acinetobacter spp,Gentamicin,68.05,20
2022-07-27,ICu,Acinetobacter spp,Gentamicin,68.37,25
2022-08-03,ICu,Acinetobacter spp,Gentamicin,52.77,16
2022-08-10,ICu,Acinetobacter spp,Gentamicin,35.99,10
2022-08-17,ICu,Acinetobacter spp,Gentamicin,59.4,19
2022-08-24,ICu,Acinetobacter spp,Gentamicin,41.71,18
2022-08-31,ICu,Acinetobacter spp,Gentamicin,61.28,20
2022-09-07,ICu,Acinetobacter spp,Gentamicin,45.65,12
2022-09-14,ICu,Acinetobacter spp,Gentamicin,39.72,14
2022-09-21,ICu,Acinetobacter spp,Gentamicin,61.78,16
2022-09-28,ICu,Acinetobacter spp,Gentamicin,56.52,10
2022-10-05,ICu,Acinetobacter spp,Gentamicin,62.5,14
2022-10-12,ICu,Acinetobacter spp,Gentamicin,66.09,27
2022-10-19,ICu,Acinetobacter spp,Gentamicin,51.39,17
2022-10-26,ICu,Acinetobacter spp,Gentamicin,46.58,22
2022-11-02,ICu,Acinetobacter spp,Gentamicin,58.24,20
2022-11-09,ICu,Acinetobacter spp,Gentamicin,48.5,7
2022-11-16,ICu,Acinetobacter spp,Gentamicin,49.39,20
2022-11-23,ICu,Acinetobacter spp,Gentamicin,66.2,9
2022-11-30,ICu,Acinetobacter spp,Gentamicin,65.2,15
2022-12-07,ICu,Acinetobacter spp,Gentamicin,60.48,17
2022-12-14,ICu,Acinetobacter spp,Gentamicin,57.04,19
2022-12-21,ICu,Acinetobacter spp,Gentamicin,57.87,17
2022-12-28,ICu,Acinetobacter spp,Gentamicin,68.47,24
2023-01-04,ICu,Acinetobacter spp,Gentamicin,54.41,6
2023-01-11,ICu,Acinetobacter spp,Gentamicin,67.28,18
2023-01-18,ICu,Acinetobacter spp,Gentamicin,61.21,14
2023-01-25,ICu,Acinetobacter spp,Gentamicin,74.45,6
2023-02-01,ICu,Acinetobacter spp,Gentamicin,65.42,13
2023-02-08,ICu,Acinetobacter spp,Gentamicin,60.0,19
2023-02-15,ICu,Acinetobacter spp,Gentamicin,71.94,14
2023-02-22,ICu,Acinetobacter spp,Gentamicin,69.33,14
2023-03-01,ICu,Acinetobacter spp,Gentamicin,70.24,14
2023-03-08,ICu,Acinetobacter spp,Gentamicin,70.91,8
2023-03-15,ICu,Acinetobacter spp,Gentamicin,64.0,12
2023-03-22,ICu,Acinetobacter spp,Gentamicin,73.27,22
2023-03-29,ICu,Acinetobacter spp,Gentamicin,49.86,11
2023-04-05,ICu,Acinetobacter spp,Gentamicin,71.55,16
2023-04-12,ICu,Acinetobacter spp,Gentamicin,69.4,12
2023-04-19,ICu,Acinetobacter spp,Gentamicin,69.63,8
2023-04-26,ICu,Acinetobacter spp,Gentamicin,62.01,16
2023-05-03,ICu,Acinetobacter spp,Gentamicin,64.17,11
2023-05-10,ICu,Acinetobacter spp,Gentamicin,73.06,17
2023-05-17,ICu,Acinetobacter spp,Gentamicin,66.38,17
2023-05-24,ICu,Acinetobacter spp,Gentamicin,55.18,21
2023-05-31,ICu,Acinetobacter spp,Gentamicin,78.16,14
2023-06-07,ICu,Acinetobacter spp,Gentamicin,50.87,-1
2023-06-14,ICu,Acinetobacter spp,Gentamicin,41.9,12
2023-06-21,ICu,Acinetobacter spp,Gentamicin,54.86,10
2023-06-28,ICu,Acinetobacter spp,Gentamicin,64.77,7
2023-07-05,ICu,Acinetobacter spp,Gentamicin,55.18,12
2023-07-12,ICu,Acinetobacter spp,Gentamicin,58.41,15
2023-07-19,ICu,Acinetobacter spp,Gentamicin,64.74,14
2023-07-26,ICu,Acinetobacter spp,Gentamicin,57.64,13
2023-08-02,ICu,Acinetobacter spp,Gentamicin,46.78,15
2023-08-09,ICu,Acinetobacter spp,Gentamicin,45.04,12
2023-08-16,ICu,Acinetobacter spp,Gentamicin,60.15,22
2023-08-23,ICu,Acinetobacter spp,Gentamicin,53.3,19
2023-08-30,ICu,Acinetobacter spp,Gentamicin,45.67,13
2023-09-06,ICu,Acinetobacter spp,Gentamicin,71.47,12
2023-09-13,ICu,Acinetobacter spp,Gentamicin,62.34,12
2023-09-20,ICu,Acinetobacter spp,Gentamicin,45.54,14
2023-09-27,ICu,Acinetobacter spp,Gentamicin,48.29,16
2023-10-04,ICu,Acinetobacter spp,Gentamicin,62.13,10
2023-10-11,ICu,Acinetobacter spp,Gentamicin,42.33,20
2023-10-18,ICu,Acinetobacter spp,Gentamicin,65.83,16
2023-10-25,ICu,Acinetobacter spp,Gentamicin,55.91,17
2023-11-01,ICu,Acinetobacter spp,Gentamicin,71.66,20
2023-11-08,ICu,Acinetobacter spp,Gentamicin,46.68,12
2023-11-15,ICu,Acinetobacter spp,Gentamicin,62.65,24
2023-11-22,ICu,Acinetobacter spp,Gentamicin,58.82,11
2023-11-29,ICu,Acinetobacter spp,Gentamicin,60.82,19
2023-12-06,ICu,Acinetobacter spp,Gentamicin,53.63,11
2023-12-13,ICu,Acinetobacter spp,Gentamicin,57.97,18
2023-12-20,ICu,Acinetobacter spp,Gentamicin,54.85,12
2023-12-27,ICu,Acinetobacter spp,Gentamicin,54.85,17
2024-01-03,ICu,Acinetobacter spp,Gentamicin,62.73,14
2024-01-10,ICu,Acinetobacter spp,Gentamicin,57.71,19
2024-01-17,ICu,Acinetobacter spp,Gentamicin,67.27,17
2024-01-24,ICu,Acinetobacter spp,Gentamicin,62.18,7
2024-01-31,ICu,Acinetobacter spp,Gentamicin,59.83,14
2024-02-07,ICu,Acinetobacter spp,Gentamicin,66.42,15
2024-02-14,ICu,Acinetobacter spp,Gentamicin,62.39,13
2024-02-21,ICu,Acinetobacter spp,Gentamicin,58.92,6
2024-02-28,ICu,Acinetobacter spp,Gentamicin,71.07,18
2024-03-06,ICu,Acinetobacter spp,Gentamicin,64.81,15
2024-03-13,ICu,Acinetobacter spp,Gentamicin,62.42,10
2024-03-20,ICu,Acinetobacter spp,Gentamicin,50.39,17
2024-03-27,ICu,Acinetobacter spp,Gentamicin,69.49,24
2024-04-03,ICu,Acinetobacter spp,Gentamicin,65.04,20
2024-04-10,ICu,Acinetobacter spp,Gentamicin,56.28,17
2024-04-17,ICu,Acinetobacter spp,Gentamicin,49.04,12
2024-04-24,ICu,Acinetobacter spp,Gentamicin,61.98,16
2024-05-01,ICu,Acinetobacter spp,Gentamicin,62.4,20
2024-05-08,ICu,Acinetobacter spp,Gentamicin,51.95,8
2024-05-15,ICu,Acinetobacter spp,Gentamicin,74.52,15
2024-05-22,ICu,Acinetobacter spp,Gentamicin,75.68,9
2024-05-29,ICu,Acinetobacter spp,Gentamicin,61.57,12
2024-06-05,ICu,Acinetobacter spp,Gentamicin,52.7,10
2024-06-12,ICu,Acinetobacter spp,Gentamicin,64.29,12
2024-06-19,ICu,Acinetobacter spp,Gentamicin,73.18,7
2024-06-26,ICu,Acinetobacter spp,Gentamicin,68.36,17
2024-07-03,ICu,Acinetobacter spp,Gentamicin,57.02,2
2024-07-10,ICu,Acinetobacter spp,Gentamicin,58.41,12
2024-07-17,ICu,Acinetobacter spp,Gentamicin,51.58,8
2024-07-24,ICu,Acinetobacter spp,Gentamicin,62.55,15
2024-07-31,ICu,Acinetobacter spp,Gentamicin,46.55,18
2024-08-07,ICu,Acinetobacter spp,Gentamicin,53.44,16
2024-08-14,ICu,Acinetobacter spp,Gentamicin,55.23,9
2024-08-21,ICu,Acinetobacter spp,Gentamicin,58.25,14
2024-08-28,ICu,Acinetobacter spp,Gentamicin,57.82,10
2024-09-04,ICu,Acinetobacter spp,Gentamicin,56.44,11
2024-09-11,ICu,Acinetobacter spp,Gentamicin,37.13,17
2024-09-18,ICu,Acinetobacter spp,Gentamicin,46.09,15
2024-09-25,ICu,Acinetobacter spp,Gentamicin,49.77,19
2024-10-02,ICu,Acinetobacter spp,Gentamicin,53.02,6
2024-10-09,ICu,Acinetobacter spp,Gentamicin,61.37,15
2024-10-16,ICu,Acinetobacter spp,Gentamicin,62.23,17
2024-10-23,ICu,Acinetobacter spp,Gentamicin,64.13,9
2024-10-30,ICu,Acinetobacter spp,Gentamicin,54.7,4
2024-11-06,ICu,Acinetobacter spp,Gentamicin,50.57,11
2024-11-13,ICu,Acinetobacter spp,Gentamicin,63.31,17
2024-11-20,ICu,Acinetobacter spp,Gentamicin,50.48,17
2024-11-27,ICu,Acinetobacter spp,Gentamicin,52.79,16
2024-12-04,ICu,Acinetobacter spp,Gentamicin,56.66,12
2024-12-11,ICu,Acinetobacter spp,Gentamicin,69.7,16
2024-12-18,ICu,Acinetobacter spp,Gentamicin,68.04,14
2020-01-01,ICu,Acinetobacter spp,Piperacillin/Tazobactam,44.07,10
2020-01-08,ICu,Acinetobacter spp,Piperacillin/Tazobactam,55.39,20
2020-01-15,ICu,Acinetobacter spp,Piperacillin/Tazobactam,69.09,11
2020-01-22,ICu,Acinetobacter spp,Piperacillin/Tazobactam,48.2,25
2020-01-29,ICu,Acinetobacter spp,Piperacillin/Tazobactam,50.64,11
2020-02-05,ICu,Acinetobacter spp,Piperacillin/Tazobactam,66.47,18
2020-02-12,ICu,Acinetobacter spp,Piperacillin/Tazobactam,42.57,18
2020-02-19,ICu,Acinetobacter spp,Piperacillin/Tazobactam,63.33,8
2020-02-26,ICu,Acinetobacter spp,Piperacillin/Tazobactam,50.32,14
2020-03-04,ICu,Acinetobacter spp,Piperacillin/Tazobactam,51.2,15
2020-03-11,ICu,Acinetobacter spp,Piperacillin/Tazobactam,40.85,12
2020-03-18,ICu,Acinetobacter spp,Piperacillin/Tazobactam,55.57,17
2020-03-25,ICu,Acinetobacter spp,Piperacillin/Tazobactam,43.19,28
2020-04-01,ICu,Acinetobacter spp,Piperacillin/Tazobactam,69.06,21
2020-04-08,ICu,Acinetobacter spp,Piperacillin/Tazobactam,58.66,12
2020-04-15,ICu,Acinetobacter spp,Piperacillin/Tazobactam,59.62,21
2020-04-22,ICu,Acinetobacter spp,Piperacillin/Tazobactam,60.41,9
2020-04-29,ICu,Acinetobacter spp,Piperacillin/Tazobactam,44.63,9
2020-05-06,ICu,Acinetobacter spp,Piperacillin/Tazobactam,58.57,11
2020-05-13,ICu,Acinetobacter spp,Piperacillin/Tazobactam,76.49,5
2020-05-20,ICu,Acinetobacter spp,Piperacillin/Tazobactam,41.25,8
2020-05-27,ICu,Acinetobacter spp,Piperacillin/Tazobactam,56.05,18
2020-06-03,ICu,Acinetobacter spp,Piperacillin/Tazobactam,43.61,14
2020-06-10,ICu,Acinetobacter spp,Piperacillin/Tazobactam,59.25,18
2020-06-17,ICu,Acinetobacter spp,Piperacillin/Tazobactam,59.0,23
2020-06-24,ICu,Acinetobacter spp,Piperacillin/Tazobactam,50.93,3
2020-07-01,ICu,Acinetobacter spp,Piperacillin/Tazobactam,57.69,11
2020-07-08,ICu,Acinetobacter spp,Piperacillin/Tazobactam,46.82,10
2020-07-15,ICu,Acinetobacter spp,Piperacillin/Tazobactam,53.52,17
2020-07-22,ICu,Acinetobacter spp,Piperacillin/Tazobactam,47.95,11
2020-07-29,ICu,Acinetobacter spp,Piperacillin/Tazobactam,48.85,18
2020-08-05,ICu,Acinetobacter spp,Piperacillin/Tazobactam,54.26,9
2020-08-12,ICu,Acinetobacter spp,Piperacillin/Tazobactam,42.58,13
2020-08-19,ICu,Acinetobacter spp,Piperacillin/Tazobactam,42.62,15
2020-08-26,ICu,Acinetobacter spp,Piperacillin/Tazobactam,34.89,14
2020-09-02,ICu,Acinetobacter spp,Piperacillin/Tazobactam,49.21,21
2020-09-09,ICu,Acinetobacter spp,Piperacillin/Tazobactam,37.01,16
2020-09-16,ICu,Acinetobacter spp,Piperacillin/Tazobactam,41.83,18
2020-09-23,ICu,Acinetobacter spp,Piperacillin/Tazobactam,39.33,12
2020-09-30,ICu,Acinetobacter spp,Piperacillin/Tazobactam,54.88,21
2020-10-07,ICu,Acinetobacter spp,Piperacillin/Tazobactam,44.61,18
2020-10-14,ICu,Acinetobacter spp,Piperacillin/Tazobactam,33.25,9
2020-10-21,ICu,Acinetobacter spp,Piperacillin/Tazobactam,49.91,17
2020-10-28,ICu,Acinetobacter spp,Piperacillin/Tazobactam,48.35,20
2020-11-04,ICu,Acinetobacter spp,Piperacillin/Tazobactam,41.77,17
2020-11-11,ICu,Acinetobacter spp,Piperacillin/Tazobactam,45.16,17
2020-11-18,ICu,Acinetobacter spp,Piperacillin/Tazobactam,33.55,15
2020-11-25,ICu,Acinetobacter spp,Piperacillin/Tazobactam,32.96,10
2020-12-02,ICu,Acinetobacter spp,Piperacillin/Tazobactam,56.65,19
2020-12-09,ICu,Acinetobacter spp,Piperacillin/Tazobactam,48.22,14
2020-12-16,ICu,Acinetobacter spp,Piperacillin/Tazobactam,44.3,14
2020-12-23,ICu,Acinetobacter spp,Piperacillin/Tazobactam,53.69,18
2020-12-30,ICu,Acinetobacter spp,Piperacillin/Tazobactam,49.83,18
2021-01-06,ICu,Acinetobacter spp,Piperacillin/Tazobactam,65.07,14
2021-01-13,ICu,Acinetobacter spp,Piperacillin/Tazobactam,44.7,23
2021-01-20,ICu,Acinetobacter spp,Piperacillin/Tazobactam,67.28,21
2021-01-27,ICu,Acinetobacter spp,Piperacillin/Tazobactam,52.28,11
2021-02-03,ICu,Acinetobacter spp,Piperacillin/Tazobactam,22.48,15
2021-02-10,ICu,Acinetobacter spp,Piperacillin/Tazobactam,61.28,12
2021-02-17,ICu,Acinetobacter spp,Piperacillin/Tazobactam,58.93,16
2021-02-24,ICu,Acinetobacter spp,Piperacillin/Tazobactam,60.28,16
2021-03-03,ICu,Acinetobacter spp,Piperacillin/Tazobactam,58.75,11
2021-03-10,ICu,Acinetobacter spp,Piperacillin/Tazobactam,52.22,12
2021-03-17,ICu,Acinetobacter spp,Piperacillin/Tazobactam,56.66,12
2021-03-24,ICu,Acinetobacter spp,Piperacillin/Tazobactam,55.59,17
2021-03-31,ICu,Acinetobacter spp,Piperacillin/Tazobactam,62.21,22
2021-04-07,ICu,Acinetobacter spp,Piperacillin/Tazobactam,55.14,16
2021-04-14,ICu,Acinetobacter spp,Piperacillin/Tazobactam,53.92,6
2021-04-21,ICu,Acinetobacter spp,Piperacillin/Tazobactam,63.57,5
2021-04-28,ICu,Acinetobacter spp,Piperacillin/Tazobactam,61.75,14
2021-05-05,ICu,Acinetobacter spp,Piperacillin/Tazobactam,42.25,20
2021-05-12,ICu,Acinetobacter spp,Piperacillin/Tazobactam,46.36,4
2021-05-19,ICu,Acinetobacter spp,Piperacillin/Tazobactam,64.32,16
2021-05-26,ICu,Acinetobacter spp,Piperacillin/Tazobactam,48.05,14
2021-06-02,ICu,Acinetobacter spp,Piperacillin/Tazobactam,47.94,14
2021-06-09,ICu,Acinetobacter spp,Piperacillin/Tazobactam,62.22,10
2021-06-16,ICu,Acinetobacter spp,Piperacillin/Tazobactam,61.88,1
2021-06-23,ICu,Acinetobacter spp,Piperacillin/Tazobactam,61.1,15
2021-06-30,ICu,Acinetobacter spp,Piperacillin/Tazobactam,38.56,13
